Site,Site_plot_date,Project,Plot Type,Plot #,Visit (time since outplanting completed),Date,Family,Species,# Fish,Avg Size,Min Size,Max Size
Yungs,Yungs_plot_07/01/2020,MDC,Plot,12,6mo,07/01/2020,Damselfish,Longfin,,,,
Yungs,Yungs_plot_07/01/2020,MDC,Plot,12,6mo,07/01/2020,Damselfish,Dusky,,,,
Yungs,Yungs_plot_07/01/2020,MDC,Plot,12,6mo,07/01/2020,Damselfish,SergeantMajor,,,,
Yungs,Yungs_plot_07/01/2020,MDC,Plot,12,6mo,07/01/2020,Damselfish,Cocoa,1,8,8,8
Yungs,Yungs_plot_07/01/2020,MDC,Plot,12,6mo,07/01/2020,Damselfish,Beaugregory,,,,
Yungs,Yungs_plot_07/01/2020,MDC,Plot,12,6mo,07/01/2020,Drums,SpottedDrum,,,,
Yungs,Yungs_plot_07/01/2020,MDC,Plot,12,6mo,07/01/2020,Drums,Highhat,,,,
Yungs,Yungs_plot_07/01/2020,MDC,Plot,12,6mo,07/01/2020,Filefish,Whitespotted,,,,
Yungs,Yungs_plot_07/01/2020,MDC,Plot,12,6mo,07/01/2020,Filefish,Pygmy,,,,
Yungs,Yungs_plot_07/01/2020,MDC,Plot,12,6mo,07/01/2020,Filefish,Scrawled,,,,
Yungs,Yungs_plot_07/01/2020,MDC,Plot,12,6mo,07/01/2020,Goatfish,Yellow,,,,
Yungs,Yungs_plot_07/01/2020,MDC,Plot,12,6mo,07/01/2020,Goatfish,Spotted,,,,
Yungs,Yungs_plot_07/01/2020,MDC,Plot,12,6mo,07/01/2020,Gobies,Bridled,1,5,5,5
Yungs,Yungs_plot_07/01/2020,MDC,Plot,12,6mo,07/01/2020,Gobies,Masked/Glass,,,,
Yungs,Yungs_plot_07/01/2020,MDC,Plot,12,6mo,07/01/2020,Gobies,Cleaner,,,,
Yungs,Yungs_plot_07/01/2020,MDC,Plot,12,6mo,07/01/2020,Gobies,Neon,,,,
Yungs,Yungs_plot_07/01/2020,MDC,Plot,12,6mo,07/01/2020,Grunt,French,,,,
Yungs,Yungs_plot_07/01/2020,MDC,Plot,12,6mo,07/01/2020,Grunt,Bluestriped,,,,
Yungs,Yungs_plot_07/01/2020,MDC,Plot,12,6mo,07/01/2020,Grunt,Smallmouth,,,,
Yungs,Yungs_plot_07/01/2020,MDC,Plot,12,6mo,07/01/2020,Grunt,Caesar,,,,
Yungs,Yungs_plot_07/01/2020,MDC,Plot,12,6mo,07/01/2020,Grunt,Tomtate,,,,
Yungs,Yungs_plot_07/01/2020,MDC,Plot,12,6mo,07/01/2020,Grunt,Spanish,,,,
Yungs,Yungs_plot_07/01/2020,MDC,Plot,12,6mo,07/01/2020,Grunt,White,,,,
Yungs,Yungs_plot_07/01/2020,MDC,Plot,12,6mo,07/01/2020,Grunt,Porkfish,,,,
Yungs,Yungs_plot_07/01/2020,MDC,Plot,12,6mo,07/01/2020,Grunt,JuvenileGrunt,,,,
Yungs,Yungs_plot_07/01/2020,MDC,Plot,12,6mo,07/01/2020,Hamlet,Barred,,,,
Yungs,Yungs_plot_07/01/2020,MDC,Plot,12,6mo,07/01/2020,Hamlet,Butter,,,,
Yungs,Yungs_plot_07/01/2020,MDC,Plot,12,6mo,07/01/2020,Hamlet,Indigo,,,,
Yungs,Yungs_plot_07/01/2020,MDC,Plot,12,6mo,07/01/2020,Jackfish,BarJack,2,20,20,20
Yungs,Yungs_plot_07/01/2020,MDC,Plot,12,6mo,07/01/2020,Jackfish,AtlanticBumper,,,,
Yungs,Yungs_plot_07/01/2020,MDC,Plot,12,6mo,07/01/2020,Jackfish,Bluerunner,,,,
Yungs,Yungs_plot_07/01/2020,MDC,Plot,12,6mo,07/01/2020,Jackfish,RainbowRunner,,,,
Yungs,Yungs_plot_07/01/2020,MDC,Plot,12,6mo,07/01/2020,Lizardfish,Sanddiver,,,,
Yungs,Yungs_plot_07/01/2020,MDC,Plot,12,6mo,07/01/2020,Mojarra,Yellowfin,,,,
Yungs,Yungs_plot_07/01/2020,MDC,Plot,12,6mo,07/01/2020,Parrotfish,Princess,,,,
Yungs,Yungs_plot_07/01/2020,MDC,Plot,12,6mo,07/01/2020,Parrotfish,Midnight,,,,
Yungs,Yungs_plot_07/01/2020,MDC,Plot,12,6mo,07/01/2020,Parrotfish,Rainbow,,,,
Yungs,Yungs_plot_07/01/2020,MDC,Plot,12,6mo,07/01/2020,Parrotfish,Redband,,,,
Yungs,Yungs_plot_07/01/2020,MDC,Plot,12,6mo,07/01/2020,Parrotfish,Stoplight,4,5,1,10
Yungs,Yungs_plot_07/01/2020,MDC,Plot,12,6mo,07/01/2020,Parrotfish,Striped,7,8,1,10
Yungs,Yungs_plot_07/01/2020,MDC,Plot,12,6mo,07/01/2020,Parrotfish,Redtail,7,20,1,30
Yungs,Yungs_plot_07/01/2020,MDC,Plot,12,6mo,07/01/2020,Parrotfish,Blue,,,,
Yungs,Yungs_plot_07/01/2020,MDC,Plot,12,6mo,07/01/2020,Parrotfish,Yellowtail,,,,
Yungs,Yungs_plot_07/01/2020,MDC,Plot,12,6mo,07/01/2020,Parrotfish,Queen,,,,
Yungs,Yungs_plot_07/01/2020,MDC,Plot,12,6mo,07/01/2020,Parrotfish,Parrot(NOS),,,,
Yungs,Yungs_plot_07/01/2020,MDC,Plot,12,6mo,07/01/2020,Porcupinefish,Porcupinefish,,,,
Yungs,Yungs_plot_07/01/2020,MDC,Plot,12,6mo,07/01/2020,Porgy,Saucereye,,,,
Yungs,Yungs_plot_07/01/2020,MDC,Plot,12,6mo,07/01/2020,Porgy,SpottailPinfish,,,,
Yungs,Yungs_plot_07/01/2020,MDC,Plot,12,6mo,07/01/2020,Porgy,SheepsheadPorgy,,,,
Yungs,Yungs_plot_07/01/2020,MDC,Plot,12,6mo,07/01/2020,Puffer,Bandtail,,,,
Yungs,Yungs_plot_07/01/2020,MDC,Plot,12,6mo,07/01/2020,Puffer,Sharpnose,,,,
Yungs,Yungs_plot_07/01/2020,MDC,Plot,12,6mo,07/01/2020,Puffer,Ballonfish,,,,
Yungs,Yungs_plot_07/01/2020,MDC,Plot,12,6mo,07/01/2020,Razorfish,Green,1,5,5,5
Yungs,Yungs_plot_07/01/2020,MDC,Plot,12,6mo,07/01/2020,Scorpionfish,SpottedScorpionfish,,,,
Yungs,Yungs_plot_07/01/2020,MDC,Plot,12,6mo,07/01/2020,SeaBass/Grouper,Graysby,,,,
Yungs,Yungs_plot_07/01/2020,MDC,Plot,12,6mo,07/01/2020,SeaBass/Grouper,RedGrouper,,,,
Yungs,Yungs_plot_07/01/2020,MDC,Plot,12,6mo,07/01/2020,SeaBass/Grouper,RedHind,,,,
Yungs,Yungs_plot_07/01/2020,MDC,Plot,12,6mo,07/01/2020,SeaBass/Grouper,Coney,,,,
Yungs,Yungs_plot_07/01/2020,MDC,Plot,12,6mo,07/01/2020,SeaBass/Grouper,BlackGrouper,,,,
Yungs,Yungs_plot_07/01/2020,MDC,Plot,12,6mo,07/01/2020,Snapper,Yellowtail,,,,
Yungs,Yungs_plot_07/01/2020,MDC,Plot,12,6mo,07/01/2020,Snapper,Bigeye,,,,
Yungs,Yungs_plot_07/01/2020,MDC,Plot,12,6mo,07/01/2020,Snapper,Dog,,,,
Yungs,Yungs_plot_07/01/2020,MDC,Plot,12,6mo,07/01/2020,Snapper,Mahogany,,,,
Yungs,Yungs_plot_07/01/2020,MDC,Plot,12,6mo,07/01/2020,Snapper,Schoolmaster,,,,
Yungs,Yungs_plot_07/01/2020,MDC,Plot,12,6mo,07/01/2020,Snapper,Lane,,,,
Yungs,Yungs_plot_07/01/2020,MDC,Plot,12,6mo,07/01/2020,Snapper,Mutton,,,,
Yungs,Yungs_plot_07/01/2020,MDC,Plot,12,6mo,07/01/2020,Snapper,Gray,,,,
Yungs,Yungs_plot_07/01/2020,MDC,Plot,12,6mo,07/01/2020,Soldierfish,Blackbar,,,,
Yungs,Yungs_plot_07/01/2020,MDC,Plot,12,6mo,07/01/2020,Squirrel,Common,,,,
Yungs,Yungs_plot_07/01/2020,MDC,Plot,12,6mo,07/01/2020,Surgeonfish,BlueTang,,,,
Yungs,Yungs_plot_07/01/2020,MDC,Plot,12,6mo,07/01/2020,Surgeonfish,Doctorfish,6,11,6,20
Yungs,Yungs_plot_07/01/2020,MDC,Plot,12,6mo,07/01/2020,Surgeonfish,OceanSurgeon,,,,
Yungs,Yungs_plot_07/01/2020,MDC,Plot,12,6mo,07/01/2020,Triggerfish,Queen,,,,
Yungs,Yungs_plot_07/01/2020,MDC,Plot,12,6mo,07/01/2020,Triggerfish,Gray,,,,
Yungs,Yungs_plot_07/01/2020,MDC,Plot,12,6mo,07/01/2020,Triggerfish,BlackDurgon,,,,
Yungs,Yungs_plot_07/01/2020,MDC,Plot,12,6mo,07/01/2020,Trumpet,Trumpetfish,,,,
Yungs,Yungs_plot_07/01/2020,MDC,Plot,12,6mo,07/01/2020,Wrasse,SpanishHogfish,,,,
Yungs,Yungs_plot_07/01/2020,MDC,Plot,12,6mo,07/01/2020,Wrasse,Blackear,,,,
Yungs,Yungs_plot_07/01/2020,MDC,Plot,12,6mo,07/01/2020,Wrasse,Hogfish,,,,
Yungs,Yungs_plot_07/01/2020,MDC,Plot,12,6mo,07/01/2020,Wrasse,Yellowheaded,25,5,1,10
Yungs,Yungs_plot_07/01/2020,MDC,Plot,12,6mo,07/01/2020,Wrasse,Blueheaded,2,8,6,10
Yungs,Yungs_plot_07/01/2020,MDC,Plot,12,6mo,07/01/2020,Wrasse,Puddingwife,,,,
Yungs,Yungs_plot_07/01/2020,MDC,Plot,12,6mo,07/01/2020,Wrasse,SlipperyDick,17,8,1,20
Yungs,Yungs_plot_07/01/2020,MDC,Plot,12,6mo,07/01/2020,Wrasse,Dwarf,,,,
Yungs,Yungs_plot_07/01/2020,MDC,Plot,12,6mo,07/01/2020,Elasmobranch,NurseShark,,,,
Yungs,Yungs_plot_07/01/2020,MDC,Plot,12,6mo,07/01/2020,Elasmobranch,YellowStingray,,,,
Yungs,Yungs_control_07/01/2020,MDC,Control,,6mo,07/01/2020,Angelfish,Gray,,,,
Yungs,Yungs_control_07/01/2020,MDC,Control,,6mo,07/01/2020,Angelfish,Queen,,,,
Yungs,Yungs_control_07/01/2020,MDC,Control,,6mo,07/01/2020,Barracuda,Great,,,,
Yungs,Yungs_control_07/01/2020,MDC,Control,,6mo,07/01/2020,Bass,Harlequin,,,,
Yungs,Yungs_control_07/01/2020,MDC,Control,,6mo,07/01/2020,Blenny,Barfin,,,,
Yungs,Yungs_control_07/01/2020,MDC,Control,,6mo,07/01/2020,Blenny,Blenny,,,,
Yungs,Yungs_control_07/01/2020,MDC,Control,,6mo,07/01/2020,Boxfish,SpottedTrunkfish,,,,
Yungs,Yungs_control_07/01/2020,MDC,Control,,6mo,07/01/2020,Boxfish,ScrawledCowfish,,,,
Yungs,Yungs_control_07/01/2020,MDC,Control,,6mo,07/01/2020,Boxfish,SmoothTrunkfish,,,,
Yungs,Yungs_control_07/01/2020,MDC,Control,,6mo,07/01/2020,Butterflyfish,Banded,,,,
Yungs,Yungs_control_07/01/2020,MDC,Control,,6mo,07/01/2020,Butterflyfish,Foureye,1,15,15,15
Yungs,Yungs_control_07/01/2020,MDC,Control,,6mo,07/01/2020,Butterflyfish,Reef,,,,
Yungs,Yungs_control_07/01/2020,MDC,Control,,6mo,07/01/2020,Butterflyfish,Spotfin,,,,
Yungs,Yungs_control_07/01/2020,MDC,Control,,6mo,07/01/2020,Cardinalfish,BigEye,,,,
Yungs,Yungs_control_07/01/2020,MDC,Control,,6mo,07/01/2020,Chromis,Blue,,,,
Yungs,Yungs_control_07/01/2020,MDC,Control,,6mo,07/01/2020,Chromis,Brown,,,,
Yungs,Yungs_control_07/01/2020,MDC,Control,,6mo,07/01/2020,Chub,Chub,,,,
Yungs,Yungs_control_07/01/2020,MDC,Control,,6mo,07/01/2020,Damselfish,Threespot,,,,
Yungs,Yungs_control_07/01/2020,MDC,Control,,6mo,07/01/2020,Damselfish,Bicolor,10,8,5,10
Yungs,Yungs_control_07/01/2020,MDC,Control,,6mo,07/01/2020,Damselfish,Cocoa,1,8,8,8
Yungs,Yungs_control_07/01/2020,MDC,Control,,6mo,07/01/2020,Damselfish,Yellowtail,,,,
Yungs,Yungs_control_07/01/2020,MDC,Control,,6mo,07/01/2020,Damselfish,Longfin,,,,
Yungs,Yungs_control_07/01/2020,MDC,Control,,6mo,07/01/2020,Damselfish,Dusky,,,,
Yungs,Yungs_control_07/01/2020,MDC,Control,,6mo,07/01/2020,Damselfish,SergeantMajor,1,10,10,10
Yungs,Yungs_control_07/01/2020,MDC,Control,,6mo,07/01/2020,Damselfish,Beaugregory,,,,
Yungs,Yungs_control_07/01/2020,MDC,Control,,6mo,07/01/2020,Drums,SpottedDrum,,,,
Yungs,Yungs_control_07/01/2020,MDC,Control,,6mo,07/01/2020,Drums,Highhat,,,,
Yungs,Yungs_control_07/01/2020,MDC,Control,,6mo,07/01/2020,Filefish,Whitespotted,,,,
Yungs,Yungs_control_07/01/2020,MDC,Control,,6mo,07/01/2020,Filefish,Pygmy,,,,
Yungs,Yungs_control_07/01/2020,MDC,Control,,6mo,07/01/2020,Filefish,Scrawled,,,,
Yungs,Yungs_control_07/01/2020,MDC,Control,,6mo,07/01/2020,Goatfish,Yellow,,,,
Yungs,Yungs_control_07/01/2020,MDC,Control,,6mo,07/01/2020,Goatfish,Spotted,,,,
Yungs,Yungs_control_07/01/2020,MDC,Control,,6mo,07/01/2020,Gobies,Bridled,,,,
Yungs,Yungs_control_07/01/2020,MDC,Control,,6mo,07/01/2020,Gobies,Masked/Glass,,,,
Yungs,Yungs_control_07/01/2020,MDC,Control,,6mo,07/01/2020,Gobies,Cleaner,,,,
Yungs,Yungs_control_07/01/2020,MDC,Control,,6mo,07/01/2020,Gobies,Neon,,,,
Yungs,Yungs_control_07/01/2020,MDC,Control,,6mo,07/01/2020,Grunt,French,,,,
Yungs,Yungs_control_07/01/2020,MDC,Control,,6mo,07/01/2020,Grunt,Bluestriped,1,20,20,20
Yungs,Yungs_control_07/01/2020,MDC,Control,,6mo,07/01/2020,Grunt,Smallmouth,,,,
Yungs,Yungs_control_07/01/2020,MDC,Control,,6mo,07/01/2020,Grunt,Caesar,,,,
Yungs,Yungs_control_07/01/2020,MDC,Control,,6mo,07/01/2020,Grunt,Tomtate,,,,
Yungs,Yungs_control_07/01/2020,MDC,Control,,6mo,07/01/2020,Grunt,Spanish,,,,
Yungs,Yungs_control_07/01/2020,MDC,Control,,6mo,07/01/2020,Grunt,White,,,,
Yungs,Yungs_control_07/01/2020,MDC,Control,,6mo,07/01/2020,Grunt,Porkfish,,,,
Yungs,Yungs_control_07/01/2020,MDC,Control,,6mo,07/01/2020,Grunt,JuvenileGrunt,,,,
Yungs,Yungs_control_07/01/2020,MDC,Control,,6mo,07/01/2020,Hamlet,Barred,,,,
Yungs,Yungs_control_07/01/2020,MDC,Control,,6mo,07/01/2020,Hamlet,Butter,,,,
Yungs,Yungs_control_07/01/2020,MDC,Control,,6mo,07/01/2020,Hamlet,Indigo,,,,
Yungs,Yungs_control_07/01/2020,MDC,Control,,6mo,07/01/2020,Jackfish,BarJack,,,,
Yungs,Yungs_control_07/01/2020,MDC,Control,,6mo,07/01/2020,Jackfish,AtlanticBumper,,,,
Yungs,Yungs_control_07/01/2020,MDC,Control,,6mo,07/01/2020,Jackfish,Bluerunner,,,,
Yungs,Yungs_control_07/01/2020,MDC,Control,,6mo,07/01/2020,Jackfish,RainbowRunner,,,,
Yungs,Yungs_control_07/01/2020,MDC,Control,,6mo,07/01/2020,Lizardfish,Sanddiver,,,,
Yungs,Yungs_control_07/01/2020,MDC,Control,,6mo,07/01/2020,Mojarra,Yellowfin,,,,
Yungs,Yungs_control_07/01/2020,MDC,Control,,6mo,07/01/2020,Parrotfish,Princess,,,,
Yungs,Yungs_control_07/01/2020,MDC,Control,,6mo,07/01/2020,Parrotfish,Midnight,,,,
Yungs,Yungs_control_07/01/2020,MDC,Control,,6mo,07/01/2020,Parrotfish,Rainbow,,,,
Yungs,Yungs_control_07/01/2020,MDC,Control,,6mo,07/01/2020,Parrotfish,Redband,,,,
Yungs,Yungs_control_07/01/2020,MDC,Control,,6mo,07/01/2020,Parrotfish,Stoplight,4,15,5,30
Yungs,Yungs_control_07/01/2020,MDC,Control,,6mo,07/01/2020,Parrotfish,Striped,,,,
Yungs,Yungs_control_07/01/2020,MDC,Control,,6mo,07/01/2020,Parrotfish,Redtail,2,15,10,20
Yungs,Yungs_control_07/01/2020,MDC,Control,,6mo,07/01/2020,Parrotfish,Blue,,,,
Yungs,Yungs_control_07/01/2020,MDC,Control,,6mo,07/01/2020,Parrotfish,Yellowtail,2,15,15,15
Yungs,Yungs_control_07/01/2020,MDC,Control,,6mo,07/01/2020,Parrotfish,Queen,1,30,30,30
Yungs,Yungs_control_07/01/2020,MDC,Control,,6mo,07/01/2020,Parrotfish,Parrot(NOS),,,,
Yungs,Yungs_control_07/01/2020,MDC,Control,,6mo,07/01/2020,Porcupinefish,Porcupinefish,,,,
Yungs,Yungs_control_07/01/2020,MDC,Control,,6mo,07/01/2020,Porgy,Saucereye,,,,
Yungs,Yungs_control_07/01/2020,MDC,Control,,6mo,07/01/2020,Porgy,SpottailPinfish,,,,
Yungs,Yungs_control_07/01/2020,MDC,Control,,6mo,07/01/2020,Porgy,SheepsheadPorgy,,,,
Yungs,Yungs_control_07/01/2020,MDC,Control,,6mo,07/01/2020,Puffer,Bandtail,,,,
Yungs,Yungs_control_07/01/2020,MDC,Control,,6mo,07/01/2020,Puffer,Sharpnose,,,,
Yungs,Yungs_control_07/01/2020,MDC,Control,,6mo,07/01/2020,Puffer,Ballonfish,,,,
Yungs,Yungs_control_07/01/2020,MDC,Control,,6mo,07/01/2020,Razorfish,Green,,,,
Yungs,Yungs_control_07/01/2020,MDC,Control,,6mo,07/01/2020,Scorpionfish,SpottedScorpionfish,,,,
Yungs,Yungs_control_07/01/2020,MDC,Control,,6mo,07/01/2020,SeaBass/Grouper,Graysby,,,,
Yungs,Yungs_control_07/01/2020,MDC,Control,,6mo,07/01/2020,SeaBass/Grouper,RedGrouper,,,,
Yungs,Yungs_control_07/01/2020,MDC,Control,,6mo,07/01/2020,SeaBass/Grouper,RedHind,,,,
Yungs,Yungs_control_07/01/2020,MDC,Control,,6mo,07/01/2020,SeaBass/Grouper,Coney,,,,
Yungs,Yungs_control_07/01/2020,MDC,Control,,6mo,07/01/2020,SeaBass/Grouper,BlackGrouper,,,,
Yungs,Yungs_control_07/01/2020,MDC,Control,,6mo,07/01/2020,Snapper,Yellowtail,4,15,6,20
Yungs,Yungs_control_07/01/2020,MDC,Control,,6mo,07/01/2020,Snapper,Bigeye,,,,
Yungs,Yungs_control_07/01/2020,MDC,Control,,6mo,07/01/2020,Snapper,Dog,,,,
Yungs,Yungs_control_07/01/2020,MDC,Control,,6mo,07/01/2020,Snapper,Mahogany,,,,
Yungs,Yungs_control_07/01/2020,MDC,Control,,6mo,07/01/2020,Snapper,Schoolmaster,,,,
Yungs,Yungs_control_07/01/2020,MDC,Control,,6mo,07/01/2020,Snapper,Lane,,,,
Yungs,Yungs_control_07/01/2020,MDC,Control,,6mo,07/01/2020,Snapper,Mutton,,,,
Yungs,Yungs_control_07/01/2020,MDC,Control,,6mo,07/01/2020,Snapper,Gray,,,,
Yungs,Yungs_control_07/01/2020,MDC,Control,,6mo,07/01/2020,Soldierfish,Blackbar,,,,
Yungs,Yungs_control_07/01/2020,MDC,Control,,6mo,07/01/2020,Squirrel,Common,,,,
Yungs,Yungs_control_07/01/2020,MDC,Control,,6mo,07/01/2020,Surgeonfish,BlueTang,1,20,20,20
Yungs,Yungs_control_07/01/2020,MDC,Control,,6mo,07/01/2020,Surgeonfish,Doctorfish,7,,10,20
Yungs,Yungs_control_07/01/2020,MDC,Control,,6mo,07/01/2020,Surgeonfish,OceanSurgeon,2,15,15,15
Yungs,Yungs_control_07/01/2020,MDC,Control,,6mo,07/01/2020,Triggerfish,Queen,,,,
Yungs,Yungs_control_07/01/2020,MDC,Control,,6mo,07/01/2020,Triggerfish,Gray,,,,
Yungs,Yungs_control_07/01/2020,MDC,Control,,6mo,07/01/2020,Triggerfish,BlackDurgon,,,,
Yungs,Yungs_control_07/01/2020,MDC,Control,,6mo,07/01/2020,Trumpet,Trumpetfish,,,,
Yungs,Yungs_control_07/01/2020,MDC,Control,,6mo,07/01/2020,Wrasse,SpanishHogfish,,,,
Yungs,Yungs_control_07/01/2020,MDC,Control,,6mo,07/01/2020,Wrasse,Blackear,,,,
Yungs,Yungs_control_07/01/2020,MDC,Control,,6mo,07/01/2020,Wrasse,Hogfish,1,20,20,20
Yungs,Yungs_control_07/01/2020,MDC,Control,,6mo,07/01/2020,Wrasse,Yellowheaded,4,4,3,5
Yungs,Yungs_control_07/01/2020,MDC,Control,,6mo,07/01/2020,Wrasse,Blueheaded,2,8,6,10
Yungs,Yungs_control_07/01/2020,MDC,Control,,6mo,07/01/2020,Wrasse,Puddingwife,,,,
Yungs,Yungs_control_07/01/2020,MDC,Control,,6mo,07/01/2020,Wrasse,SlipperyDick,10,8,5,20
Yungs,Yungs_control_07/01/2020,MDC,Control,,6mo,07/01/2020,Wrasse,Dwarf,,,,
Yungs,Yungs_control_07/01/2020,MDC,Control,,6mo,07/01/2020,Elasmobranch,NurseShark,,,,
Yungs,Yungs_control_07/01/2020,MDC,Control,,6mo,07/01/2020,Elasmobranch,YellowStingray,,,,
Fowey,Fowey_control_07/07/2020,MDC,Control,,6mo,07/07/2020,Angelfish,Gray,,,,
Fowey,Fowey_control_07/07/2020,MDC,Control,,6mo,07/07/2020,Angelfish,Queen,,,,
Fowey,Fowey_control_07/07/2020,MDC,Control,,6mo,07/07/2020,Barracuda,Great,1,40,40,40
Fowey,Fowey_control_07/07/2020,MDC,Control,,6mo,07/07/2020,Bass,Harlequin,,,,
Fowey,Fowey_control_07/07/2020,MDC,Control,,6mo,07/07/2020,Blenny,Barfin,,,,
Fowey,Fowey_control_07/07/2020,MDC,Control,,6mo,07/07/2020,Blenny,Blenny,,,,
Fowey,Fowey_control_07/07/2020,MDC,Control,,6mo,07/07/2020,Boxfish,SpottedTrunkfish,,,,
Fowey,Fowey_control_07/07/2020,MDC,Control,,6mo,07/07/2020,Boxfish,ScrawledCowfish,,,,
Fowey,Fowey_control_07/07/2020,MDC,Control,,6mo,07/07/2020,Boxfish,SmoothTrunkfish,,,,
Fowey,Fowey_control_07/07/2020,MDC,Control,,6mo,07/07/2020,Butterflyfish,Banded,,,,
Fowey,Fowey_control_07/07/2020,MDC,Control,,6mo,07/07/2020,Butterflyfish,Foureye,2,10,10,10
Fowey,Fowey_control_07/07/2020,MDC,Control,,6mo,07/07/2020,Butterflyfish,Reef,,,,
Fowey,Fowey_control_07/07/2020,MDC,Control,,6mo,07/07/2020,Butterflyfish,Spotfin,2,15,15,15
Fowey,Fowey_control_07/07/2020,MDC,Control,,6mo,07/07/2020,Cardinalfish,BigEye,,,,
Fowey,Fowey_control_07/07/2020,MDC,Control,,6mo,07/07/2020,Chromis,Blue,4,8,6,10
Fowey,Fowey_control_07/07/2020,MDC,Control,,6mo,07/07/2020,Chromis,Brown,,,,
Fowey,Fowey_control_07/07/2020,MDC,Control,,6mo,07/07/2020,Chub,Chub,,,,
Fowey,Fowey_control_07/07/2020,MDC,Control,,6mo,07/07/2020,Damselfish,Threespot,,,,
Fowey,Fowey_control_07/07/2020,MDC,Control,,6mo,07/07/2020,Damselfish,Cocoa,2,10,8,15
Fowey,Fowey_control_07/07/2020,MDC,Control,,6mo,07/07/2020,Damselfish,Bicolor,20,8,6,10
Fowey,Fowey_control_07/07/2020,MDC,Control,,6mo,07/07/2020,Damselfish,Yellowtail,,,,
Fowey,Fowey_control_07/07/2020,MDC,Control,,6mo,07/07/2020,Damselfish,Longfin,,,,
Fowey,Fowey_control_07/07/2020,MDC,Control,,6mo,07/07/2020,Damselfish,Dusky,,,,
Fowey,Fowey_control_07/07/2020,MDC,Control,,6mo,07/07/2020,Damselfish,SergeantMajor,3,10,10,10
Fowey,Fowey_control_07/07/2020,MDC,Control,,6mo,07/07/2020,Damselfish,Beaugregory,,,,
Fowey,Fowey_control_07/07/2020,MDC,Control,,6mo,07/07/2020,Drums,SpottedDrum,,,,
Fowey,Fowey_control_07/07/2020,MDC,Control,,6mo,07/07/2020,Drums,Highhat,,,,
Fowey,Fowey_control_07/07/2020,MDC,Control,,6mo,07/07/2020,Filefish,Whitespotted,,,,
Fowey,Fowey_control_07/07/2020,MDC,Control,,6mo,07/07/2020,Filefish,Pygmy,,,,
Fowey,Fowey_control_07/07/2020,MDC,Control,,6mo,07/07/2020,Filefish,Scrawled,,,,
Fowey,Fowey_control_07/07/2020,MDC,Control,,6mo,07/07/2020,Goatfish,Yellow,,,,
Fowey,Fowey_control_07/07/2020,MDC,Control,,6mo,07/07/2020,Goatfish,Spotted,,,,
Fowey,Fowey_control_07/07/2020,MDC,Control,,6mo,07/07/2020,Gobies,Bridled,,,,
Fowey,Fowey_control_07/07/2020,MDC,Control,,6mo,07/07/2020,Gobies,Masked/Glass,,,,
Fowey,Fowey_control_07/07/2020,MDC,Control,,6mo,07/07/2020,Gobies,Cleaner,,,,
Fowey,Fowey_control_07/07/2020,MDC,Control,,6mo,07/07/2020,Gobies,Neon,,,,
Fowey,Fowey_control_07/07/2020,MDC,Control,,6mo,07/07/2020,Grunt,French,1,20,20,20
Fowey,Fowey_control_07/07/2020,MDC,Control,,6mo,07/07/2020,Grunt,Bluestriped,2,18,10,25
Fowey,Fowey_control_07/07/2020,MDC,Control,,6mo,07/07/2020,Grunt,Smallmouth,,,,
Fowey,Fowey_control_07/07/2020,MDC,Control,,6mo,07/07/2020,Grunt,Caesar,,,,
Fowey,Fowey_control_07/07/2020,MDC,Control,,6mo,07/07/2020,Grunt,Tomtate,6,15,11,20
Fowey,Fowey_control_07/07/2020,MDC,Control,,6mo,07/07/2020,Grunt,Spanish,,,,
Fowey,Fowey_control_07/07/2020,MDC,Control,,6mo,07/07/2020,Grunt,White,,,,
Fowey,Fowey_control_07/07/2020,MDC,Control,,6mo,07/07/2020,Grunt,Porkfish,,,,
Fowey,Fowey_control_07/07/2020,MDC,Control,,6mo,07/07/2020,Grunt,JuvenileGrunt,,,,
Fowey,Fowey_control_07/07/2020,MDC,Control,,6mo,07/07/2020,Hamlet,Barred,,,,
Fowey,Fowey_control_07/07/2020,MDC,Control,,6mo,07/07/2020,Hamlet,Butter,1,15,15,15
Fowey,Fowey_control_07/07/2020,MDC,Control,,6mo,07/07/2020,Hamlet,Indigo,,,,
Fowey,Fowey_control_07/07/2020,MDC,Control,,6mo,07/07/2020,Jackfish,BarJack,1,15,15,15
Fowey,Fowey_control_07/07/2020,MDC,Control,,6mo,07/07/2020,Jackfish,AtlanticBumper,,,,
Fowey,Fowey_control_07/07/2020,MDC,Control,,6mo,07/07/2020,Jackfish,Bluerunner,,,,
Fowey,Fowey_control_07/07/2020,MDC,Control,,6mo,07/07/2020,Jackfish,RainbowRunner,,,,
Fowey,Fowey_control_07/07/2020,MDC,Control,,6mo,07/07/2020,Lizardfish,Sanddiver,,,,
Fowey,Fowey_control_07/07/2020,MDC,Control,,6mo,07/07/2020,Mojarra,Yellowfin,,,,
Fowey,Fowey_control_07/07/2020,MDC,Control,,6mo,07/07/2020,Parrotfish,Princess,1,25,25,25
Fowey,Fowey_control_07/07/2020,MDC,Control,,6mo,07/07/2020,Parrotfish,Midnight,,,,
Fowey,Fowey_control_07/07/2020,MDC,Control,,6mo,07/07/2020,Parrotfish,Rainbow,,,,
