Site,Site_plot_date,Project,Plot Type,Plot #,Visit (time since outplanting completed),Date,Family,Species,# Fish,Avg Size,Min Size,Max Size
Graceland,Graceland_plot_17/01/2023,NFWF,Plot,P33,7mo,17/01/2023,Wrasse,SlipperyDick,,,,
Graceland,Graceland_plot_17/01/2023,NFWF,Plot,P33,7mo,17/01/2023,Wrasse,Dwarf,,,,
Graceland,Graceland_plot_17/01/2023,NFWF,Plot,P33,7mo,17/01/2023,Elasmobranch,NurseShark,,,,
Graceland,Graceland_plot_17/01/2023,NFWF,Plot,P33,7mo,17/01/2023,Elasmobranch,YellowStingray,,,,
Brewsters,Brewsters_plot_03/05/2023,NFWF,Plot,,1year,03/05/2023,Angelfish,Gray,,,,
Brewsters,Brewsters_plot_03/05/2023,NFWF,Plot,,1year,03/05/2023,Angelfish,RockBeauty,1,13,13,13
Brewsters,Brewsters_plot_03/05/2023,NFWF,Plot,,1year,03/05/2023,Angelfish,Queen,,,,
Brewsters,Brewsters_plot_03/05/2023,NFWF,Plot,,1year,03/05/2023,Barracuda,Great,,,,
Brewsters,Brewsters_plot_03/05/2023,NFWF,Plot,,1year,03/05/2023,Bass,Harlequin,,,,
Brewsters,Brewsters_plot_03/05/2023,NFWF,Plot,,1year,03/05/2023,Blenny,Barfin,,,,
Brewsters,Brewsters_plot_03/05/2023,NFWF,Plot,,1year,03/05/2023,Blenny,Blenny,,,,
Brewsters,Brewsters_plot_03/05/2023,NFWF,Plot,,1year,03/05/2023,Boxfish,SpottedTrunkfish,,,,
Brewsters,Brewsters_plot_03/05/2023,NFWF,Plot,,1year,03/05/2023,Boxfish,ScrawledCowfish,,,,
Brewsters,Brewsters_plot_03/05/2023,NFWF,Plot,,1year,03/05/2023,Boxfish,SmoothTrunkfish,,,,
Brewsters,Brewsters_plot_03/05/2023,NFWF,Plot,,1year,03/05/2023,Butterflyfish,Banded,,,,
Brewsters,Brewsters_plot_03/05/2023,NFWF,Plot,,1year,03/05/2023,Butterflyfish,Foureye,2,18,15,20
Brewsters,Brewsters_plot_03/05/2023,NFWF,Plot,,1year,03/05/2023,Butterflyfish,Reef,,,,
Brewsters,Brewsters_plot_03/05/2023,NFWF,Plot,,1year,03/05/2023,Butterflyfish,Spotfin,,,,
Brewsters,Brewsters_plot_03/05/2023,NFWF,Plot,,1year,03/05/2023,Cardinalfish,BigEye,,,,
Brewsters,Brewsters_plot_03/05/2023,NFWF,Plot,,1year,03/05/2023,Chromis,Blue,,,,
Brewsters,Brewsters_plot_03/05/2023,NFWF,Plot,,1year,03/05/2023,Chromis,Brown,,,,
Brewsters,Brewsters_plot_03/05/2023,NFWF,Plot,,1year,03/05/2023,Chub,Chub,,,,
Brewsters,Brewsters_plot_03/05/2023,NFWF,Plot,,1year,03/05/2023,Damselfish,Threespot,,,,
Brewsters,Brewsters_plot_03/05/2023,NFWF,Plot,,1year,03/05/2023,Damselfish,Bicolor,12,7,6,8
Brewsters,Brewsters_plot_03/05/2023,NFWF,Plot,,1year,03/05/2023,Damselfish,Yellowtail,,,,
Brewsters,Brewsters_plot_03/05/2023,NFWF,Plot,,1year,03/05/2023,Damselfish,Longfin,,,,
Brewsters,Brewsters_plot_03/05/2023,NFWF,Plot,,1year,03/05/2023,Damselfish,Cocoa,2,10,10,10
Brewsters,Brewsters_plot_03/05/2023,NFWF,Plot,,1year,03/05/2023,Damselfish,Dusky,,,,
Brewsters,Brewsters_plot_03/05/2023,NFWF,Plot,,1year,03/05/2023,Damselfish,SergeantMajor,3,15,15,15
Brewsters,Brewsters_plot_03/05/2023,NFWF,Plot,,1year,03/05/2023,Damselfish,Beaugregory,1,7,7,7
Brewsters,Brewsters_plot_03/05/2023,NFWF,Plot,,1year,03/05/2023,Drums,SpottedDrum,,,,
Brewsters,Brewsters_plot_03/05/2023,NFWF,Plot,,1year,03/05/2023,Drums,Highhat,,,,
Brewsters,Brewsters_plot_03/05/2023,NFWF,Plot,,1year,03/05/2023,Filefish,Whitespotted,,,,
Brewsters,Brewsters_plot_03/05/2023,NFWF,Plot,,1year,03/05/2023,Filefish,Pygmy,,,,
Brewsters,Brewsters_plot_03/05/2023,NFWF,Plot,,1year,03/05/2023,Filefish,Scrawled,,,,
Brewsters,Brewsters_plot_03/05/2023,NFWF,Plot,,1year,03/05/2023,Goatfish,Yellow,,,,
Brewsters,Brewsters_plot_03/05/2023,NFWF,Plot,,1year,03/05/2023,Goatfish,Spotted,,,,
Brewsters,Brewsters_plot_03/05/2023,NFWF,Plot,,1year,03/05/2023,Gobies,Bridled,,,,
Brewsters,Brewsters_plot_03/05/2023,NFWF,Plot,,1year,03/05/2023,Gobies,Masked/Glass,,,,
Brewsters,Brewsters_plot_03/05/2023,NFWF,Plot,,1year,03/05/2023,Gobies,Cleaner,,,,
Brewsters,Brewsters_plot_03/05/2023,NFWF,Plot,,1year,03/05/2023,Gobies,Neon,,,,
Brewsters,Brewsters_plot_03/05/2023,NFWF,Plot,,1year,03/05/2023,Grunt,French,,,,
Brewsters,Brewsters_plot_03/05/2023,NFWF,Plot,,1year,03/05/2023,Grunt,Bluestriped,,,,
Brewsters,Brewsters_plot_03/05/2023,NFWF,Plot,,1year,03/05/2023,Grunt,Smallmouth,,,,
Brewsters,Brewsters_plot_03/05/2023,NFWF,Plot,,1year,03/05/2023,Grunt,Caesar,1,17,17,17
Brewsters,Brewsters_plot_03/05/2023,NFWF,Plot,,1year,03/05/2023,Grunt,Tomtate,,,,
Brewsters,Brewsters_plot_03/05/2023,NFWF,Plot,,1year,03/05/2023,Grunt,Spanish,,,,
Brewsters,Brewsters_plot_03/05/2023,NFWF,Plot,,1year,03/05/2023,Grunt,White,2,18,17,20
Brewsters,Brewsters_plot_03/05/2023,NFWF,Plot,,1year,03/05/2023,Grunt,Porkfish,,,,
Brewsters,Brewsters_plot_03/05/2023,NFWF,Plot,,1year,03/05/2023,Grunt,JuvenileGrunt,,,,
Brewsters,Brewsters_plot_03/05/2023,NFWF,Plot,,1year,03/05/2023,Hamlet,Barred,,,,
Brewsters,Brewsters_plot_03/05/2023,NFWF,Plot,,1year,03/05/2023,Hamlet,Butter,,,,
Brewsters,Brewsters_plot_03/05/2023,NFWF,Plot,,1year,03/05/2023,Hamlet,Indigo,,,,
Brewsters,Brewsters_plot_03/05/2023,NFWF,Plot,,1year,03/05/2023,Jackfish,BarJack,,,,
Brewsters,Brewsters_plot_03/05/2023,NFWF,Plot,,1year,03/05/2023,Jackfish,AtlanticBumper,,,,
Brewsters,Brewsters_plot_03/05/2023,NFWF,Plot,,1year,03/05/2023,Jackfish,Bluerunner,,,,
Brewsters,Brewsters_plot_03/05/2023,NFWF,Plot,,1year,03/05/2023,Jackfish,RainbowRunner,,,,
Brewsters,Brewsters_plot_03/05/2023,NFWF,Plot,,1year,03/05/2023,Lizardfish,Sanddiver,,,,
Brewsters,Brewsters_plot_03/05/2023,NFWF,Plot,,1year,03/05/2023,Mojarra,Yellowfin,,,,
Brewsters,Brewsters_plot_03/05/2023,NFWF,Plot,,1year,03/05/2023,Parrotfish,Princess,1,12,12,12
Brewsters,Brewsters_plot_03/05/2023,NFWF,Plot,,1year,03/05/2023,Parrotfish,Midnight,,,,
Brewsters,Brewsters_plot_03/05/2023,NFWF,Plot,,1year,03/05/2023,Parrotfish,Rainbow,1,30,30,30
Brewsters,Brewsters_plot_03/05/2023,NFWF,Plot,,1year,03/05/2023,Parrotfish,Redband,12,12,7,20
Brewsters,Brewsters_plot_03/05/2023,NFWF,Plot,,1year,03/05/2023,Parrotfish,Stoplight,5,25,7,25
Brewsters,Brewsters_plot_03/05/2023,NFWF,Plot,,1year,03/05/2023,Parrotfish,Striped,,,,
Brewsters,Brewsters_plot_03/05/2023,NFWF,Plot,,1year,03/05/2023,Parrotfish,Redtail,,,,
Brewsters,Brewsters_plot_03/05/2023,NFWF,Plot,,1year,03/05/2023,Parrotfish,Blue,,,,
Brewsters,Brewsters_plot_03/05/2023,NFWF,Plot,,1year,03/05/2023,Parrotfish,Yellowtail,1,12,12,12
Brewsters,Brewsters_plot_03/05/2023,NFWF,Plot,,1year,03/05/2023,Parrotfish,Queen,,,,
Brewsters,Brewsters_plot_03/05/2023,NFWF,Plot,,1year,03/05/2023,Parrotfish,Parrot(NOS),,,,
Brewsters,Brewsters_plot_03/05/2023,NFWF,Plot,,1year,03/05/2023,Porcupinefish,Porcupinefish,,,,
Brewsters,Brewsters_plot_03/05/2023,NFWF,Plot,,1year,03/05/2023,Porgy,Saucereye,,,,
Brewsters,Brewsters_plot_03/05/2023,NFWF,Plot,,1year,03/05/2023,Porgy,SpottailPinfish,,,,
Brewsters,Brewsters_plot_03/05/2023,NFWF,Plot,,1year,03/05/2023,Porgy,SheepsheadPorgy,,,,
Brewsters,Brewsters_plot_03/05/2023,NFWF,Plot,,1year,03/05/2023,Puffer,Bandtail,1,9,9,9
Brewsters,Brewsters_plot_03/05/2023,NFWF,Plot,,1year,03/05/2023,Puffer,Sharpnose,,,,
Brewsters,Brewsters_plot_03/05/2023,NFWF,Plot,,1year,03/05/2023,Puffer,Ballonfish,,,,
Brewsters,Brewsters_plot_03/05/2023,NFWF,Plot,,1year,03/05/2023,Razorfish,Green,,,,
Brewsters,Brewsters_plot_03/05/2023,NFWF,Plot,,1year,03/05/2023,Scorpionfish,SpottedScorpionfish,,,,
Brewsters,Brewsters_plot_03/05/2023,NFWF,Plot,,1year,03/05/2023,SeaBass/Grouper,Graysby,,,,
Brewsters,Brewsters_plot_03/05/2023,NFWF,Plot,,1year,03/05/2023,SeaBass/Grouper,RedGrouper,,,,
Brewsters,Brewsters_plot_03/05/2023,NFWF,Plot,,1year,03/05/2023,SeaBass/Grouper,RedHind,,,,
Brewsters,Brewsters_plot_03/05/2023,NFWF,Plot,,1year,03/05/2023,SeaBass/Grouper,Coney,,,,
Brewsters,Brewsters_plot_03/05/2023,NFWF,Plot,,1year,03/05/2023,SeaBass/Grouper,BlackGrouper,,,,
Brewsters,Brewsters_plot_03/05/2023,NFWF,Plot,,1year,03/05/2023,Snapper,Yellowtail,1,20,20,20
Brewsters,Brewsters_plot_03/05/2023,NFWF,Plot,,1year,03/05/2023,Snapper,Bigeye,,,,
Brewsters,Brewsters_plot_03/05/2023,NFWF,Plot,,1year,03/05/2023,Snapper,Dog,,,,
Brewsters,Brewsters_plot_03/05/2023,NFWF,Plot,,1year,03/05/2023,Snapper,Mahogany,,,,
Brewsters,Brewsters_plot_03/05/2023,NFWF,Plot,,1year,03/05/2023,Snapper,Schoolmaster,,,,
Brewsters,Brewsters_plot_03/05/2023,NFWF,Plot,,1year,03/05/2023,Snapper,Lane,,,,
Brewsters,Brewsters_plot_03/05/2023,NFWF,Plot,,1year,03/05/2023,Snapper,Mutton,,,,
Brewsters,Brewsters_plot_03/05/2023,NFWF,Plot,,1year,03/05/2023,Snapper,Gray,,,,
Brewsters,Brewsters_plot_03/05/2023,NFWF,Plot,,1year,03/05/2023,Soldierfish,Blackbar,,,,
Brewsters,Brewsters_plot_03/05/2023,NFWF,Plot,,1year,03/05/2023,Squirrel,Common,,,,
Brewsters,Brewsters_plot_03/05/2023,NFWF,Plot,,1year,03/05/2023,Surgeonfish,BlueTang,3,16,15,17
Brewsters,Brewsters_plot_03/05/2023,NFWF,Plot,,1year,03/05/2023,Surgeonfish,Doctorfish,8,15,12,15
Brewsters,Brewsters_plot_03/05/2023,NFWF,Plot,,1year,03/05/2023,Surgeonfish,OceanSurgeon,,,,
Brewsters,Brewsters_plot_03/05/2023,NFWF,Plot,,1year,03/05/2023,Triggerfish,Queen,,,,
Brewsters,Brewsters_plot_03/05/2023,NFWF,Plot,,1year,03/05/2023,Triggerfish,Gray,,,,
Brewsters,Brewsters_plot_03/05/2023,NFWF,Plot,,1year,03/05/2023,Triggerfish,BlackDurgon,,,,
Brewsters,Brewsters_plot_03/05/2023,NFWF,Plot,,1year,03/05/2023,Trumpet,Trumpetfish,,,,
Brewsters,Brewsters_plot_03/05/2023,NFWF,Plot,,1year,03/05/2023,Wrasse,SpanishHogfish,,,,
Brewsters,Brewsters_plot_03/05/2023,NFWF,Plot,,1year,03/05/2023,Wrasse,Blackear,,,,
Brewsters,Brewsters_plot_03/05/2023,NFWF,Plot,,1year,03/05/2023,Wrasse,Hogfish,,,,
Brewsters,Brewsters_plot_03/05/2023,NFWF,Plot,,1year,03/05/2023,Wrasse,Yellowheaded,1,15,15,15
Brewsters,Brewsters_plot_03/05/2023,NFWF,Plot,,1year,03/05/2023,Wrasse,Blueheaded,25,6,2,10
Brewsters,Brewsters_plot_03/05/2023,NFWF,Plot,,1year,03/05/2023,Wrasse,Puddingwife,,,,
Brewsters,Brewsters_plot_03/05/2023,NFWF,Plot,,1year,03/05/2023,Wrasse,SlipperyDick,15,10,3,15
Brewsters,Brewsters_plot_03/05/2023,NFWF,Plot,,1year,03/05/2023,Wrasse,Dwarf,,,,
Brewsters,Brewsters_plot_03/05/2023,NFWF,Plot,,1year,03/05/2023,Elasmobranch,NurseShark,,,,
Brewsters,Brewsters_plot_03/05/2023,NFWF,Plot,,1year,03/05/2023,Elasmobranch,YellowStingray,,,,
Brewsters,Brewsters_control_03/05/2023,NFWF,Control,,1year,03/05/2023,Angelfish,Gray,,,,
Brewsters,Brewsters_control_03/05/2023,NFWF,Control,,1year,03/05/2023,Angelfish,Queen,,,,
Brewsters,Brewsters_control_03/05/2023,NFWF,Control,,1year,03/05/2023,Barracuda,Great,,,,
Brewsters,Brewsters_control_03/05/2023,NFWF,Control,,1year,03/05/2023,Bass,Harlequin,,,,
Brewsters,Brewsters_control_03/05/2023,NFWF,Control,,1year,03/05/2023,Blenny,Barfin,,,,
Brewsters,Brewsters_control_03/05/2023,NFWF,Control,,1year,03/05/2023,Blenny,Blenny,,,,
Brewsters,Brewsters_control_03/05/2023,NFWF,Control,,1year,03/05/2023,Boxfish,SpottedTrunkfish,,,,
Brewsters,Brewsters_control_03/05/2023,NFWF,Control,,1year,03/05/2023,Boxfish,ScrawledCowfish,,,,
Brewsters,Brewsters_control_03/05/2023,NFWF,Control,,1year,03/05/2023,Boxfish,SmoothTrunkfish,,,,
Brewsters,Brewsters_control_03/05/2023,NFWF,Control,,1year,03/05/2023,Butterflyfish,Banded,1,14,14,14
Brewsters,Brewsters_control_03/05/2023,NFWF,Control,,1year,03/05/2023,Butterflyfish,Foureye,2,12,12,12
Brewsters,Brewsters_control_03/05/2023,NFWF,Control,,1year,03/05/2023,Butterflyfish,Reef,,,,
Brewsters,Brewsters_control_03/05/2023,NFWF,Control,,1year,03/05/2023,Butterflyfish,Spotfin,,,,
Brewsters,Brewsters_control_03/05/2023,NFWF,Control,,1year,03/05/2023,Cardinalfish,BigEye,,,,
Brewsters,Brewsters_control_03/05/2023,NFWF,Control,,1year,03/05/2023,Chromis,Blue,,,,
Brewsters,Brewsters_control_03/05/2023,NFWF,Control,,1year,03/05/2023,Chromis,Brown,,,,
Brewsters,Brewsters_control_03/05/2023,NFWF,Control,,1year,03/05/2023,Chub,Chub,,,,
Brewsters,Brewsters_control_03/05/2023,NFWF,Control,,1year,03/05/2023,Damselfish,Threespot,,,,
Brewsters,Brewsters_control_03/05/2023,NFWF,Control,,1year,03/05/2023,Damselfish,Bicolor,10,7,5,8
Brewsters,Brewsters_control_03/05/2023,NFWF,Control,,1year,03/05/2023,Damselfish,Yellowtail,,,,
Brewsters,Brewsters_control_03/05/2023,NFWF,Control,,1year,03/05/2023,Damselfish,Longfin,,,,
Brewsters,Brewsters_control_03/05/2023,NFWF,Control,,1year,03/05/2023,Damselfish,Cocoa,4,7,5,15
Brewsters,Brewsters_control_03/05/2023,NFWF,Control,,1year,03/05/2023,Damselfish,Dusky,,,,
Brewsters,Brewsters_control_03/05/2023,NFWF,Control,,1year,03/05/2023,Damselfish,SergeantMajor,4,15,15,15
Brewsters,Brewsters_control_03/05/2023,NFWF,Control,,1year,03/05/2023,Damselfish,Beaugregory,1,7,7,7
Brewsters,Brewsters_control_03/05/2023,NFWF,Control,,1year,03/05/2023,Drums,SpottedDrum,,,,
Brewsters,Brewsters_control_03/05/2023,NFWF,Control,,1year,03/05/2023,Drums,Highhat,,,,
Brewsters,Brewsters_control_03/05/2023,NFWF,Control,,1year,03/05/2023,Filefish,Whitespotted,,,,
Brewsters,Brewsters_control_03/05/2023,NFWF,Control,,1year,03/05/2023,Filefish,Pygmy,,,,
Brewsters,Brewsters_control_03/05/2023,NFWF,Control,,1year,03/05/2023,Filefish,Scrawled,,,,
Brewsters,Brewsters_control_03/05/2023,NFWF,Control,,1year,03/05/2023,Goatfish,Yellow,,,,
Brewsters,Brewsters_control_03/05/2023,NFWF,Control,,1year,03/05/2023,Goatfish,Spotted,,,,
Brewsters,Brewsters_control_03/05/2023,NFWF,Control,,1year,03/05/2023,Gobies,Bridled,,,,
Brewsters,Brewsters_control_03/05/2023,NFWF,Control,,1year,03/05/2023,Gobies,Masked/Glass,,,,
Brewsters,Brewsters_control_03/05/2023,NFWF,Control,,1year,03/05/2023,Gobies,Cleaner,,,,
Brewsters,Brewsters_control_03/05/2023,NFWF,Control,,1year,03/05/2023,Gobies,Neon,,,,
Brewsters,Brewsters_control_03/05/2023,NFWF,Control,,1year,03/05/2023,Grunt,French,,,,
Brewsters,Brewsters_control_03/05/2023,NFWF,Control,,1year,03/05/2023,Grunt,Bluestriped,,,,
Brewsters,Brewsters_control_03/05/2023,NFWF,Control,,1year,03/05/2023,Grunt,Smallmouth,,,,
Brewsters,Brewsters_control_03/05/2023,NFWF,Control,,1year,03/05/2023,Grunt,Caesar,1,13,13,13
Brewsters,Brewsters_control_03/05/2023,NFWF,Control,,1year,03/05/2023,Grunt,Tomtate,,,,
Brewsters,Brewsters_control_03/05/2023,NFWF,Control,,1year,03/05/2023,Grunt,Spanish,,,,
Brewsters,Brewsters_control_03/05/2023,NFWF,Control,,1year,03/05/2023,Grunt,White,,,,
Brewsters,Brewsters_control_03/05/2023,NFWF,Control,,1year,03/05/2023,Grunt,Porkfish,1,20,20,20
Brewsters,Brewsters_control_03/05/2023,NFWF,Control,,1year,03/05/2023,Grunt,JuvenileGrunt,,,,
Brewsters,Brewsters_control_03/05/2023,NFWF,Control,,1year,03/05/2023,Hamlet,Barred,,,,
Brewsters,Brewsters_control_03/05/2023,NFWF,Control,,1year,03/05/2023,Hamlet,Butter,,,,
Brewsters,Brewsters_control_03/05/2023,NFWF,Control,,1year,03/05/2023,Hamlet,Indigo,,,,
Brewsters,Brewsters_control_03/05/2023,NFWF,Control,,1year,03/05/2023,Jackfish,BarJack,,,,
Brewsters,Brewsters_control_03/05/2023,NFWF,Control,,1year,03/05/2023,Jackfish,AtlanticBumper,,,,
Brewsters,Brewsters_control_03/05/2023,NFWF,Control,,1year,03/05/2023,Jackfish,Bluerunner,,,,
Brewsters,Brewsters_control_03/05/2023,NFWF,Control,,1year,03/05/2023,Jackfish,RainbowRunner,,,,
Brewsters,Brewsters_control_03/05/2023,NFWF,Control,,1year,03/05/2023,Lizardfish,Sanddiver,,,,
Brewsters,Brewsters_control_03/05/2023,NFWF,Control,,1year,03/05/2023,Mojarra,Yellowfin,,,,
Brewsters,Brewsters_control_03/05/2023,NFWF,Control,,1year,03/05/2023,Parrotfish,Princess,,,,
Brewsters,Brewsters_control_03/05/2023,NFWF,Control,,1year,03/05/2023,Parrotfish,Midnight,,,,
Brewsters,Brewsters_control_03/05/2023,NFWF,Control,,1year,03/05/2023,Parrotfish,Rainbow,1,30,30,30
Brewsters,Brewsters_control_03/05/2023,NFWF,Control,,1year,03/05/2023,Parrotfish,Redband,16,16,10,22
Brewsters,Brewsters_control_03/05/2023,NFWF,Control,,1year,03/05/2023,Parrotfish,Stoplight,2,25,25,25
Brewsters,Brewsters_control_03/05/2023,NFWF,Control,,1year,03/05/2023,Parrotfish,Striped,4,12,12,16
Brewsters,Brewsters_control_03/05/2023,NFWF,Control,,1year,03/05/2023,Parrotfish,Redtail,,,,
Brewsters,Brewsters_control_03/05/2023,NFWF,Control,,1year,03/05/2023,Parrotfish,Blue,,,,
Brewsters,Brewsters_control_03/05/2023,NFWF,Control,,1year,03/05/2023,Parrotfish,Yellowtail,,,,
Brewsters,Brewsters_control_03/05/2023,NFWF,Control,,1year,03/05/2023,Parrotfish,Queen,,,,
Brewsters,Brewsters_control_03/05/2023,NFWF,Control,,1year,03/05/2023,Parrotfish,Parrot(NOS),,,,
Brewsters,Brewsters_control_03/05/2023,NFWF,Control,,1year,03/05/2023,Porcupinefish,Porcupinefish,,,,
Brewsters,Brewsters_control_03/05/2023,NFWF,Control,,1year,03/05/2023,Porgy,Saucereye,,,,
Brewsters,Brewsters_control_03/05/2023,NFWF,Control,,1year,03/05/2023,Porgy,SpottailPinfish,,,,
Brewsters,Brewsters_control_03/05/2023,NFWF,Control,,1year,03/05/2023,Porgy,SheepsheadPorgy,,,,
Brewsters,Brewsters_control_03/05/2023,NFWF,Control,,1year,03/05/2023,Puffer,Bandtail,1,8,8,8
Brewsters,Brewsters_control_03/05/2023,NFWF,Control,,1year,03/05/2023,Puffer,Sharpnose,,,,
Brewsters,Brewsters_control_03/05/2023,NFWF,Control,,1year,03/05/2023,Puffer,Ballonfish,,,,
Brewsters,Brewsters_control_03/05/2023,NFWF,Control,,1year,03/05/2023,Razorfish,Green,,,,
Brewsters,Brewsters_control_03/05/2023,NFWF,Control,,1year,03/05/2023,Scorpionfish,SpottedScorpionfish,,,,
Brewsters,Brewsters_control_03/05/2023,NFWF,Control,,1year,03/05/2023,SeaBass/Grouper,Graysby,,,,
Brewsters,Brewsters_control_03/05/2023,NFWF,Control,,1year,03/05/2023,SeaBass/Grouper,RedGrouper,,,,
Brewsters,Brewsters_control_03/05/2023,NFWF,Control,,1year,03/05/2023,SeaBass/Grouper,RedHind,,,,
Brewsters,Brewsters_control_03/05/2023,NFWF,Control,,1year,03/05/2023,SeaBass/Grouper,Coney,1,15,15,15
Brewsters,Brewsters_control_03/05/2023,NFWF,Control,,1year,03/05/2023,SeaBass/Grouper,BlackGrouper,,,,
Brewsters,Brewsters_control_03/05/2023,NFWF,Control,,1year,03/05/2023,Snapper,Yellowtail,6,18,16,20
Brewsters,Brewsters_control_03/05/2023,NFWF,Control,,1year,03/05/2023,Snapper,Bigeye,,,,
Brewsters,Brewsters_control_03/05/2023,NFWF,Control,,1year,03/05/2023,Snapper,Dog,,,,
Brewsters,Brewsters_control_03/05/2023,NFWF,Control,,1year,03/05/2023,Snapper,Mahogany,,,,
Brewsters,Brewsters_control_03/05/2023,NFWF,Control,,1year,03/05/2023,Snapper,Schoolmaster,,,,
Brewsters,Brewsters_control_03/05/2023,NFWF,Control,,1year,03/05/2023,Snapper,Lane,,,,
Brewsters,Brewsters_control_03/05/2023,NFWF,Control,,1year,03/05/2023,Snapper,Mutton,,,,
Brewsters,Brewsters_control_03/05/2023,NFWF,Control,,1year,03/05/2023,Snapper,Gray,,,,
Brewsters,Brewsters_control_03/05/2023,NFWF,Control,,1year,03/05/2023,Soldierfish,Blackbar,,,,
Brewsters,Brewsters_control_03/05/2023,NFWF,Control,,1year,03/05/2023,Squirrel,Common,,,,
Brewsters,Brewsters_control_03/05/2023,NFWF,Control,,1year,03/05/2023,Surgeonfish,BlueTang,3,15,15,15
Brewsters,Brewsters_control_03/05/2023,NFWF,Control,,1year,03/05/2023,Surgeonfish,Doctorfish,9,15,15,15
Brewsters,Brewsters_control_03/05/2023,NFWF,Control,,1year,03/05/2023,Surgeonfish,OceanSurgeon,1,5,5,5
Brewsters,Brewsters_control_03/05/2023,NFWF,Control,,1year,03/05/2023,Triggerfish,Queen,,,,
Brewsters,Brewsters_control_03/05/2023,NFWF,Control,,1year,03/05/2023,Triggerfish,Gray,,,,
Brewsters,Brewsters_control_03/05/2023,NFWF,Control,,1year,03/05/2023,Triggerfish,BlackDurgon,,,,
Brewsters,Brewsters_control_03/05/2023,NFWF,Control,,1year,03/05/2023,Trumpet,Trumpetfish,,,,
Brewsters,Brewsters_control_03/05/2023,NFWF,Control,,1year,03/05/2023,Wrasse,SpanishHogfish,,,,
Brewsters,Brewsters_control_03/05/2023,NFWF,Control,,1year,03/05/2023,Wrasse,Blackear,,,,
Brewsters,Brewsters_control_03/05/2023,NFWF,Control,,1year,03/05/2023,Wrasse,Hogfish,,,,
Brewsters,Brewsters_control_03/05/2023,NFWF,Control,,1year,03/05/2023,Wrasse,Yellowheaded,1,15,15,15
Brewsters,Brewsters_control_03/05/2023,NFWF,Control,,1year,03/05/2023,Wrasse,Blueheaded,30,5,2,10
Brewsters,Brewsters_control_03/05/2023,NFWF,Control,,1year,03/05/2023,Wrasse,Puddingwife,,,,
Brewsters,Brewsters_control_03/05/2023,NFWF,Control,,1year,03/05/2023,Wrasse,SlipperyDick,23,12,3,12
Brewsters,Brewsters_control_03/05/2023,NFWF,Control,,1year,03/05/2023,Wrasse,Dwarf,,,,
Brewsters,Brewsters_control_03/05/2023,NFWF,Control,,1year,03/05/2023,Elasmobranch,NurseShark,,,,
Brewsters,Brewsters_control_03/05/2023,NFWF,Control,,1year,03/05/2023,Elasmobranch,YellowStingray,,,,
SouthMidChannel,SMC_plot_10/05/2023,NFWF,Plot,,Day0,10/05/2023,Angelfish,Gray,3,25,20,30
SouthMidChannel,SMC_plot_10/05/2023,NFWF,Plot,,Day0,10/05/2023,Angelfish,Queen,,,,
SouthMidChannel,SMC_plot_10/05/2023,NFWF,Plot,,Day0,10/05/2023,Barracuda,Great,,,,
SouthMidChannel,SMC_plot_10/05/2023,NFWF,Plot,,Day0,10/05/2023,Bass,Harlequin,,,,
SouthMidChannel,SMC_plot_10/05/2023,NFWF,Plot,,Day0,10/05/2023,Blenny,Barfin,,,,
SouthMidChannel,SMC_plot_10/05/2023,NFWF,Plot,,Day0,10/05/2023,Blenny,Blenny,,,,
SouthMidChannel,SMC_plot_10/05/2023,NFWF,Plot,,Day0,10/05/2023,Boxfish,SpottedTrunkfish,,,,
SouthMidChannel,SMC_plot_10/05/2023,NFWF,Plot,,Day0,10/05/2023,Boxfish,ScrawledCowfish,,,,
SouthMidChannel,SMC_plot_10/05/2023,NFWF,Plot,,Day0,10/05/2023,Boxfish,SmoothTrunkfish,,,,
SouthMidChannel,SMC_plot_10/05/2023,NFWF,Plot,,Day0,10/05/2023,Butterflyfish,Banded,,,,
SouthMidChannel,SMC_plot_10/05/2023,NFWF,Plot,,Day0,10/05/2023,Butterflyfish,Foureye,,,,
SouthMidChannel,SMC_plot_10/05/2023,NFWF,Plot,,Day0,10/05/2023,Butterflyfish,Reef,,,,
SouthMidChannel,SMC_plot_10/05/2023,NFWF,Plot,,Day0,10/05/2023,Butterflyfish,Spotfin,,,,
SouthMidChannel,SMC_plot_10/05/2023,NFWF,Plot,,Day0,10/05/2023,Cardinalfish,BigEye,,,,
SouthMidChannel,SMC_plot_10/05/2023,NFWF,Plot,,Day0,10/05/2023,Chromis,Blue,,,,
SouthMidChannel,SMC_plot_10/05/2023,NFWF,Plot,,Day0,10/05/2023,Chromis,Brown,,,,
SouthMidChannel,SMC_plot_10/05/2023,NFWF,Plot,,Day0,10/05/2023,Chub,Chub,,,,
SouthMidChannel,SMC_plot_10/05/2023,NFWF,Plot,,Day0,10/05/2023,Damselfish,Threespot,,,,
SouthMidChannel,SMC_plot_10/05/2023,NFWF,Plot,,Day0,10/05/2023,Damselfish,Bicolor,8,8,7,9
SouthMidChannel,SMC_plot_10/05/2023,NFWF,Plot,,Day0,10/05/2023,Damselfish,Yellowtail,,,,
SouthMidChannel,SMC_plot_10/05/2023,NFWF,Plot,,Day0,10/05/2023,Damselfish,Longfin,,,,
SouthMidChannel,SMC_plot_10/05/2023,NFWF,Plot,,Day0,10/05/2023,Damselfish,Cocoa,2,10,9,11
